material_cost,labor_cost,base_cost,trend_multiplier,category_encoded,complexity_level_encoded,region_encoded,season_encoded,final_selling_price
72.41,38.33,110.74,0.976,3,3,5,2,328.19
88.33,52.93,141.26,0.987,3,1,2,0,296.83
120.97,71.0,191.97,1.164,1,2,4,3,319.41
164.23,66.25,230.48,1.021,5,0,1,0,732.91
332.04,151.22,483.26,1.155,10,2,4,3,933.49
310.19,128.31,438.5,0.925,5,1,5,2,895.64
397.18,195.52,592.7,0.963,2,0,5,2,1576.61
279.81,130.81,410.62,0.902,0,2,4,1,607.53
285.24,172.36,457.6,0.936,9,0,5,2,1148.71
133.05,53.3,186.35000000000002,0.962,4,2,6,2,256.05
215.52,128.42,343.94,0.875,0,1,0,2,692.62
927.79,611.84,1539.63,1.043,8,2,4,3,2930.03
81.76,42.12,123.88,1.09,1,2,4,0,200.3
942.3,548.34,1490.6399999999999,0.98,8,1,2,2,3347.76
343.18,214.42,557.6,0.891,6,2,2,2,846.52
409.47,204.05,613.52,0.963,6,1,0,1,1251.93
680.54,342.78,1023.3199999999999,1.079,6,2,6,0,1810.26
504.06,176.73,680.79,0.972,10,2,6,2,1067.23
216.11,112.56,328.67,0.925,5,1,2,2,754.11
224.31,78.32,302.63,0.913,10,1,4,0,638.35
250.32,174.5,424.82,0.991,10,2,0,1,589.72
491.69,223.31,715.0,0.996,2,0,2,3,2211.52
658.79,199.82,858.6099999999999,0.963,2,2,0,2,1523.23
124.8,43.74,168.54,1.034,9,1,4,0,354.17
34.04,22.74,56.78,0.976,3,1,3,2,100.16
449.21,173.26,622.47,1.043,8,2,5,3,1159.23
305.6,187.51,493.11,1.065,4,1,0,3,1146.78
269.67,150.92,420.59000000000003,0.875,0,1,1,2,835.36
194.3,129.54,323.84000000000003,0.831,5,0,5,1,839.01
212.07,81.8,293.87,0.902,0,2,6,1,448.31
79.18,35.04,114.22,1.077,3,3,3,3,321.25
55.95,22.88,78.83,0.906,1,1,1,2,149.17
298.03,127.8,425.83,0.963,2,1,1,2,944.63
489.75,213.24,702.99,1.077,8,1,5,0,1615.31
291.4,160.7,452.09999999999997,1.062,9,1,0,3,1069.28
32.51,20.22,52.73,0.976,3,1,1,2,84.58
118.2,40.68,158.88,0.958,7,1,5,0,356.62
316.45,95.69,412.14,1.172,0,1,3,3,982.24
186.3,72.84,259.14,0.97,4,2,5,1,338.95
54.08,35.55,89.63,0.906,1,1,2,2,155.53
134.36,57.2,191.56,0.936,9,0,5,2,512.67
707.04,303.37,1010.41,1.043,8,2,1,3,2120.97
581.73,219.2,800.9300000000001,0.963,6,2,6,1,1234.64
298.46,160.2,458.65999999999997,1.056,0,2,3,0,828.58
148.55,80.68,229.23000000000002,1.09,1,1,1,0,436.06
587.24,337.63,924.87,0.972,10,2,5,2,1419.53
283.57,127.44,411.01,0.902,0,0,6,1,1026.27
414.46,166.15,580.61,1.021,5,3,6,0,2010.03
771.06,475.21,1246.27,0.972,10,1,1,2,2487.4
515.22,303.96,819.1800000000001,1.155,10,3,4,3,2911.33
273.47,136.53,410.0,1.034,9,1,3,0,934.05
145.51,96.88,242.39,1.09,1,3,3,0,665.33
46.22,26.05,72.27,1.164,1,2,3,3,107.61
195.57,126.93,322.5,0.925,5,2,5,2,542.63
497.89,218.72,716.61,0.963,2,2,1,2,1254.52
123.29,56.31,179.60000000000002,0.906,1,1,4,2,323.62
63.25,26.98,90.23,1.09,1,0,6,0,236.38
246.95,125.2,372.15,0.953,9,1,3,1,715.87
79.24,25.06,104.3,0.976,3,1,6,2,178.23
498.7,227.95,726.65,0.925,5,3,4,2,2443.68
92.06,41.24,133.3,0.911,7,0,4,1,312.97
212.2,97.53,309.73,1.021,5,0,6,0,999.37
195.93,105.91,301.84000000000003,1.143,5,1,5,3,809.72
197.44,133.2,330.64,1.079,6,0,5,0,890.34
287.32,107.84,395.15999999999997,0.983,2,1,1,1,797.43
355.85,208.87,564.72,0.996,2,2,3,3,1180.39
870.79,471.2,1341.99,0.914,8,2,3,1,2503.13
478.41,225.45,703.86,0.996,2,1,1,3,1890.44
100.2,57.69,157.89,1.14,7,0,0,3,461.68
92.5,37.69,130.19,0.962,7,2,4,2,201.97
125.2,55.58,180.78,1.14,7,0,1,3,528.58
76.03,45.13,121.16,1.077,3,2,4,3,185.65
291.82,109.18,401.0,1.065,4,2,6,3,691.78
275.68,185.55,461.23,0.972,10,1,4,2,964.19
42.99,28.95,71.94,0.958,7,2,6,0,111.97
132.47,48.87,181.34,1.14,7,3,4,3,581.39
166.66,101.37,268.03,1.079,6,2,2,0,473.62
678.77,356.52,1035.29,0.991,10,2,6,1,1399.43
51.74,29.43,81.17,1.14,7,2,3,3,135.26
488.59,186.84,675.43,0.972,10,1,6,2,1473.79
447.92,291.48,739.4000000000001,0.913,10,2,2,0,1180.07
253.26,126.74,380.0,1.067,2,1,0,0,942.95
399.69,247.2,646.89,1.021,5,1,2,0,1393.79
353.14,140.83,493.97,0.925,5,2,2,2,877.98
53.97,35.61,89.58,0.987,3,1,3,0,188.98
321.05,157.44,478.49,0.902,0,0,5,1,1061.69
740.61,227.78,968.39,0.98,8,1,6,2,2067.62
352.31,178.06,530.37,1.056,0,1,6,0,1103.52
180.58,92.77,273.35,1.062,9,1,4,3,682.19
1224.98,527.83,1752.81,1.077,8,2,5,0,3250.06
354.19,178.08,532.27,0.925,5,3,2,2,1855.45
596.59,407.43,1004.02,0.983,2,0,0,1,2476.82
299.11,135.33,434.44000000000005,0.953,9,2,4,1,680.26
349.1,229.47,578.57,0.97,4,3,3,1,1624.33
615.47,364.92,980.3900000000001,0.891,6,0,3,2,2525.4
558.42,290.12,848.54,0.996,2,1,5,3,2134.19
496.46,152.48,648.9399999999999,1.079,6,1,2,0,1467.23
355.19,154.96,510.15,0.991,10,2,3,1,698.51
65.75,26.79,92.53999999999999,0.987,3,1,2,0,174.37
280.65,139.54,420.18999999999994,0.875,0,1,6,2,909.51
346.76,226.74,573.5,0.963,2,1,0,2,1281.64
393.21,250.65,643.86,1.034,9,1,2,0,1350.94
162.53,77.44,239.97,0.863,1,0,1,1,520.75
127.03,68.1,195.13,0.962,4,1,4,2,387.46
353.03,213.48,566.51,0.902,0,1,4,1,1007.11
295.36,189.77,485.13,1.056,0,1,3,0,1003.57
56.6,32.95,89.55000000000001,0.987,3,2,1,0,134.23
156.59,54.08,210.67000000000002,1.056,0,2,6,0,366.8
427.84,219.28,647.12,0.891,6,2,5,2,1081.5
107.66,35.74,143.4,0.976,3,1,1,2,268.61
113.04,36.48,149.52,1.077,3,1,0,3,274.69
319.17,164.04,483.21000000000004,0.831,5,2,1,1,831.37
437.39,143.55,580.94,0.996,2,0,4,3,1813.22
309.73,94.07,403.8,0.914,8,2,2,1,681.05
326.25,207.69,533.94,0.996,2,1,0,3,1202.38
56.74,18.25,74.99000000000001,1.077,3,2,2,3,119.25
96.01,40.53,136.54000000000002,1.002,4,0,5,0,379.62
525.36,159.32,684.6800000000001,1.143,5,0,2,3,1982.63
384.72,235.02,619.74,1.034,9,1,3,0,1330.12
113.22,50.01,163.23,1.077,3,2,4,3,262.87
156.09,61.18,217.27,1.164,1,2,4,3,305.11
100.78,49.42,150.2,0.906,1,2,2,2,186.35
120.75,74.51,195.26,1.002,4,1,6,0,440.36
177.51,71.45,248.95999999999998,0.906,1,2,0,2,331.69
191.72,108.27,299.99,0.963,6,2,3,1,445.33
772.78,518.01,1290.79,0.913,10,1,5,0,3131.53
445.2,163.6,608.8,0.98,8,2,4,2,1046.67
123.35,55.44,178.79,0.902,0,0,1,1,445.3
511.94,337.73,849.6700000000001,1.021,5,2,6,0,1602.09
90.39,50.17,140.56,0.962,7,2,5,2,198.2
464.52,247.85,712.37,0.963,6,2,5,1,1006.53
255.0,151.57,406.57,0.875,0,3,4,2,1295.26
40.62,22.08,62.699999999999996,0.911,7,1,2,1,109.28
228.06,96.22,324.28,1.079,6,2,0,0,595.47
182.83,70.75,253.58,0.875,0,2,4,2,379.75
123.48,83.15,206.63,1.062,9,3,3,3,723.51
421.85,239.73,661.58,0.831,5,2,3,1,1080.23
280.63,172.48,453.11,0.925,5,2,5,2,709.37
408.64,278.6,687.24,1.089,6,2,2,3,1141.95
569.64,227.51,797.15,1.143,5,2,6,3,1574.16
552.09,349.53,901.62,1.155,10,1,4,3,1929.31
155.88,74.15,230.03,0.891,6,1,0,2,503.32
42.29,13.73,56.019999999999996,0.958,7,0,6,0,131.36
158.85,50.89,209.74,0.863,1,2,6,1,257.45
157.81,57.03,214.84,1.079,6,1,0,0,474.18
737.02,415.62,1152.6399999999999,0.996,2,1,5,3,2845.89
82.07,36.95,119.02,1.164,1,0,3,3,296.94
31.73,19.32,51.05,0.976,3,2,4,2,65.1
348.35,107.65,456.0,1.034,9,1,3,0,970.19
595.52,393.85,989.37,1.077,8,0,3,0,2849.88
64.86,23.74,88.6,1.14,7,0,4,3,258.23
654.82,297.83,952.6500000000001,0.891,6,2,0,2,1519.22
171.41,77.85,249.26,1.021,5,1,2,0,555.48
652.38,267.62,920.0,0.963,6,1,6,1,1901.93
43.46,21.44,64.9,0.906,1,2,0,2,88.61
44.6,20.81,65.41,1.077,3,2,1,3,108.84
913.56,622.83,1536.3899999999999,0.914,8,2,4,1,2600.68
82.01,25.89,107.9,0.906,1,1,6,2,184.02
93.56,57.36,150.92000000000002,0.987,3,2,0,0,223.61
329.17,175.11,504.28000000000003,1.143,5,1,6,3,1371.47
252.49,78.17,330.66,0.902,0,1,6,1,620.68
477.41,222.03,699.44,1.155,10,2,0,3,1197.66
82.64,37.79,120.43,0.911,7,0,3,1,288.46
437.64,151.34,588.98,0.891,6,2,0,2,909.25
110.63,73.53,184.16,0.962,7,2,5,2,270.83
52.56,33.84,86.4,1.14,7,0,4,3,220.99
212.2,125.95,338.15,1.067,2,2,6,0,569.13
204.83,119.96,324.79,1.002,4,0,2,0,876.14
252.39,88.4,340.78999999999996,1.089,6,3,3,3,1138.11
485.81,263.23,749.04,1.021,5,0,2,0,2287.37
572.51,269.12,841.63,1.089,6,1,0,3,1952.66
174.27,99.01,273.28000000000003,1.065,4,0,1,3,755.5
108.75,54.02,162.77,1.065,4,3,4,3,576.27
247.79,81.26,329.05,1.155,10,3,0,3,1217.76
395.81,147.31,543.12,1.056,0,0,2,0,1578.77
304.39,156.26,460.65,0.902,0,2,4,1,692.97
427.87,283.42,711.29,0.914,8,2,5,1,1098.25
661.04,221.9,882.9399999999999,1.155,10,3,5,3,2994.96
92.09,28.18,120.27000000000001,0.962,7,2,3,2,168.47
587.21,273.58,860.79,0.972,10,1,3,2,1914.16
262.47,137.52,399.99,1.065,4,2,5,3,710.91
318.88,128.77,447.65,0.98,8,2,4,2,824.85
387.13,224.04,611.17,0.936,9,2,0,2,981.08
441.89,260.11,702.0,0.925,5,1,6,2,1644.43
166.66,81.71,248.37,1.09,1,2,0,0,374.03
116.26,62.95,179.21,0.911,7,1,1,1,353.33
346.97,205.36,552.33,0.972,10,2,3,2,924.03
520.51,297.86,818.37,0.925,5,0,2,2,2327.35
153.73,48.79,202.51999999999998,0.963,6,0,1,1,525.32
107.67,53.03,160.7,1.077,3,2,1,3,229.56
480.23,214.47,694.7,0.996,2,2,1,3,1349.72
40.8,19.22,60.019999999999996,0.863,1,0,2,1,117.29
698.53,371.56,1070.09,0.996,2,0,6,3,3071.57
1164.8,607.94,1772.74,0.914,8,2,6,1,2967.17
165.17,96.73,261.9,1.034,9,1,2,0,572.03
630.23,210.31,840.54,0.972,10,2,1,2,1406.42
271.98,105.55,377.53000000000003,1.062,9,0,4,3,1166.05
446.75,300.21,746.96,0.991,10,1,2,1,1410.99
225.83,70.5,296.33000000000004,0.925,5,0,2,2,769.16
84.18,56.85,141.03,1.14,7,2,0,3,219.04
66.56,34.43,100.99000000000001,1.14,7,1,1,3,199.41
41.02,19.61,60.63,0.911,7,1,6,1,121.37
233.3,161.59,394.89,0.962,4,0,5,2,1002.74
64.72,25.98,90.7,0.958,7,2,5,0,141.09
131.06,87.97,219.03,1.164,1,3,6,3,687.51
61.45,36.67,98.12,0.976,3,2,5,2,140.81
582.67,354.25,936.92,1.079,6,0,0,0,2770.78
700.85,240.99,941.84,1.067,2,1,5,0,2365.36
607.38,408.76,1016.14,0.963,6,2,6,1,1600.45
463.35,315.67,779.02,0.972,10,1,1,2,1629.56
165.04,103.37,268.40999999999997,0.831,5,2,2,1,425.19
44.95,28.91,73.86,1.14,7,1,4,3,174.13
306.08,182.75,488.83,0.936,9,1,4,2,936.8
109.63,61.12,170.75,1.172,0,1,1,3,420.57
330.51,143.13,473.64,1.002,4,0,5,0,1220.88
130.24,52.63,182.87,1.056,0,1,2,0,383.6
208.44,65.39,273.83,0.963,2,3,5,2,957.3
624.3,313.31,937.6099999999999,1.043,8,1,1,3,2723.05
203.44,133.75,337.19,1.062,9,0,3,3,930.62
208.1,87.37,295.47,0.963,2,1,3,2,661.2
107.63,59.96,167.59,0.902,0,1,4,1,352.47
507.22,179.95,687.1700000000001,0.913,10,1,1,0,1491.98
81.31,25.62,106.93,1.09,1,1,3,0,211.28
370.29,241.04,611.33,1.067,2,0,4,0,1887.19
513.32,284.5,797.82,1.021,5,0,0,0,2256.58
141.28,75.06,216.34,0.906,1,2,1,2,281.08
296.74,148.02,444.76,0.936,9,1,3,2,825.42
161.17,62.99,224.16,0.906,1,0,6,2,462.27
787.15,540.12,1327.27,0.913,10,2,5,0,2251.2
93.87,50.95,144.82,0.958,7,2,5,0,232.64
567.12,229.39,796.51,0.98,8,2,2,2,1425.15
400.22,165.67,565.89,1.021,5,1,2,0,1224.81
107.68,58.69,166.37,1.002,4,2,1,0,246.12
678.11,377.99,1056.1,1.067,2,2,6,0,1754.81
677.28,472.34,1149.62,1.067,2,0,2,0,3203.3
211.34,116.26,327.6,0.962,4,1,3,2,667.03
401.59,267.46,669.05,0.996,2,2,1,3,1379.06
511.57,329.03,840.5999999999999,1.155,10,0,5,3,2368.33
248.38,123.19,371.57,1.062,9,2,4,3,674.01
173.43,90.43,263.86,1.09,1,2,3,0,403.63
206.53,96.53,303.06,0.925,5,1,0,2,641.31
297.94,150.54,448.48,0.963,2,1,6,2,929.02
342.35,188.52,530.87,0.831,5,2,6,1,888.06
262.7,172.44,435.14,0.925,5,1,6,2,918.62
226.75,80.38,307.13,0.925,5,0,5,2,847.1
85.31,50.97,136.28,0.962,7,2,5,2,219.8
256.38,94.56,350.94,1.172,0,2,0,3,607.11
95.06,53.03,148.09,0.987,3,1,5,0,300.96
524.51,345.6,870.11,1.089,6,1,3,3,2195.21
499.57,290.83,790.4,1.077,8,0,4,0,2369.31
108.12,59.72,167.84,0.987,3,0,4,0,399.3
61.41,31.01,92.42,0.958,7,0,4,0,230.01
390.61,130.28,520.89,1.172,0,1,0,3,1181.6
582.27,224.52,806.79,0.983,2,0,0,1,2055.27
277.86,166.72,444.58000000000004,0.991,10,0,3,1,981.47
148.29,46.89,195.18,1.002,4,2,6,0,308.14
129.75,49.98,179.73,1.065,4,2,2,3,288.12
398.24,180.67,578.91,0.891,6,1,6,2,1169.28
172.67,92.16,264.83,0.963,6,0,3,1,578.21
375.24,168.82,544.06,0.891,6,1,5,2,1208.77
627.93,229.58,857.51,0.913,10,1,3,0,2098.16
181.3,96.24,277.54,1.164,1,2,1,3,420.32
347.49,110.57,458.06,1.079,6,3,5,0,1689.55
399.37,161.12,560.49,1.172,0,0,0,3,1686.59
293.6,137.1,430.70000000000005,0.953,9,2,1,1,619.89
115.11,59.03,174.14,0.958,7,3,3,0,558.25
454.06,182.21,636.27,1.079,6,0,1,0,1916.13
37.16,23.22,60.379999999999995,0.911,7,0,5,1,129.86
547.98,183.9,731.88,0.972,10,0,2,2,1915.89
174.63,112.38,287.01,0.962,4,2,2,2,390.39
324.37,153.7,478.07,0.962,4,2,6,2,701.09
77.82,29.61,107.42999999999999,1.077,3,2,1,3,160.37
635.84,356.77,992.61,0.983,2,1,3,1,2175.87
182.04,124.35,306.39,1.164,1,1,2,3,667.05
71.54,31.14,102.68,0.958,7,2,6,0,175.5
426.78,207.38,634.16,1.089,6,1,3,3,1631.59
516.31,315.33,831.6399999999999,0.925,5,2,4,2,1477.79
110.41,41.7,152.11,0.95,3,2,3,1,183.13
285.3,142.32,427.62,0.891,6,2,5,2,715.17
560.03,281.21,841.24,1.089,6,1,5,3,2026.65
395.1,143.64,538.74,0.996,2,1,3,3,1262.85
270.35,85.64,355.99,0.953,9,1,6,1,649.3
144.08,59.86,203.94,1.002,4,0,5,0,571.37
294.36,163.99,458.35,1.155,10,1,5,3,1080.33
692.85,424.29,1117.14,1.043,8,1,5,3,3164.38
425.83,178.27,604.1,1.155,10,0,1,3,1875.32
258.19,153.21,411.4,1.065,4,1,4,3,878.49
92.44,55.82,148.26,0.987,3,1,1,0,308.49
176.62,96.33,272.95,0.953,9,2,2,1,445.87
156.7,102.2,258.9,0.97,4,2,5,1,349.94
63.33,19.51,82.84,1.077,3,1,4,3,168.81
651.3,237.52,888.8199999999999,0.891,6,1,3,2,1772.14
566.83,299.76,866.59,0.983,2,1,1,1,1929.77
523.24,347.5,870.74,0.983,2,1,2,1,1748.38
263.18,152.08,415.26,1.021,5,1,5,0,1046.84
131.12,83.18,214.3,0.902,0,2,3,1,341.67
101.7,54.92,156.62,0.976,3,2,0,2,222.81
238.77,129.07,367.84000000000003,1.056,0,2,6,0,671.29
390.81,241.72,632.53,0.913,10,2,3,0,1076.22
98.14,39.38,137.52,0.962,4,0,4,2,343.37
107.63,53.56,161.19,0.911,7,2,3,1,231.09
125.47,71.71,197.18,0.906,1,0,6,2,462.82
359.43,171.87,531.3,1.172,0,2,2,3,997.28
619.41,284.47,903.88,1.089,6,2,5,3,1562.68
54.45,28.59,83.04,1.09,1,1,3,0,160.71
162.76,107.77,270.53,1.09,1,0,5,0,635.39
237.61,112.66,350.27,0.963,6,0,2,1,824.15
911.87,311.79,1223.66,0.98,8,1,1,2,3042.98
127.3,49.95,177.25,0.953,9,2,0,1,241.76
185.8,78.78,264.58000000000004,0.97,4,1,1,1,457.61
61.88,40.99,102.87,1.077,3,0,2,3,277.35
400.99,149.77,550.76,0.963,2,1,5,2,1173.71
570.84,244.72,815.5600000000001,0.963,2,1,3,2,1629.79
117.1,61.51,178.60999999999999,0.863,1,2,1,1,236.54
93.02,48.29,141.31,0.987,3,2,2,0,215.89
162.52,91.75,254.27,1.062,9,2,4,3,495.33
107.25,45.32,152.57,1.062,9,1,1,3,368.88
325.3,164.12,489.42,1.021,5,2,4,0,977.81
498.55,150.86,649.4100000000001,0.913,10,3,6,0,2065.61
657.52,417.7,1075.22,0.983,2,3,1,1,3458.05
221.55,93.44,314.99,0.936,9,1,1,2,668.48
60.76,31.07,91.83,0.962,7,1,3,2,168.14
198.81,113.67,312.48,1.09,1,0,0,0,812.73
249.02,134.47,383.49,0.902,0,2,3,1,538.51
104.93,61.48,166.41,1.077,3,2,4,3,271.55
295.45,119.25,414.7,1.034,9,0,0,0,1046.08
156.43,51.53,207.96,0.863,1,2,3,1,255.36
629.91,236.39,866.3,0.983,2,0,0,1,2122.49
118.63,79.46,198.08999999999997,0.97,4,2,4,1,255.36
339.61,134.93,474.54,1.034,9,1,3,0,1112.13
103.0,67.09,170.09,1.077,3,2,0,3,242.6
521.24,248.75,769.99,0.98,8,0,3,2,2052.08
724.83,256.95,981.78,0.983,2,1,1,1,2204.61
336.8,102.54,439.34000000000003,1.067,2,2,2,0,766.73
109.9,63.47,173.37,0.976,3,2,4,2,231.66
290.2,129.33,419.53,1.056,0,1,1,0,1007.1
551.92,336.93,888.8499999999999,1.077,8,1,3,0,2252.87
425.09,135.09,560.18,1.143,5,1,4,3,1468.71
814.01,526.75,1340.76,0.996,2,1,0,3,3313.79
166.76,98.36,265.12,0.962,4,2,6,2,372.96
120.06,52.3,172.36,0.958,7,1,4,0,375.89
717.82,287.76,1005.58,0.963,2,3,3,2,3216.92
87.89,47.37,135.26,1.14,7,1,3,3,293.78
182.2,74.34,256.53999999999996,0.906,1,0,1,2,579.1
289.78,113.86,403.64,1.172,0,1,2,3,1019.6
60.5,37.98,98.47999999999999,0.987,3,2,1,0,136.35
288.84,88.8,377.64,1.089,6,2,6,3,706.83
50.69,34.31,85.0,0.906,1,1,2,2,165.5
190.29,98.14,288.43,0.936,9,2,0,2,479.41
349.96,203.76,553.72,0.902,0,0,0,1,1349.48
474.91,269.08,743.99,0.925,5,2,4,2,1158.59
463.86,233.09,696.95,1.021,5,3,6,0,2321.45
390.77,148.44,539.21,1.056,0,2,2,0,848.26
681.53,361.2,1042.73,0.891,6,2,2,2,1770.38
409.25,264.97,674.22,0.891,6,0,6,2,1628.21
182.25,123.04,305.29,0.863,1,0,1,1,578.31
131.34,63.01,194.35,1.034,9,1,2,0,417.27
456.22,211.92,668.14,0.963,6,0,5,1,1590.82
300.53,113.76,414.28999999999996,0.962,4,1,6,2,745.01
635.52,339.42,974.94,0.996,2,1,6,3,2326.81
105.02,48.52,153.54,0.95,3,0,0,1,348.87
332.32,127.69,460.01,0.925,5,1,0,2,1023.35
518.65,172.17,690.8199999999999,1.021,5,2,5,0,1361.48
283.66,102.45,386.11,0.936,9,0,2,2,888.57
254.31,136.18,390.49,0.953,9,2,3,1,619.69
296.22,165.6,461.82000000000005,0.913,10,1,5,0,1124.58
342.07,142.84,484.90999999999997,1.172,0,2,4,3,829.88
372.83,202.7,575.53,1.143,5,2,6,3,1055.27
107.61,64.57,172.18,0.953,9,1,6,1,316.6
253.54,102.02,355.56,1.143,5,3,3,3,1237.56
344.89,129.96,474.85,0.925,5,2,0,2,862.27
51.85,22.27,74.12,1.077,3,1,4,3,164.32
117.44,78.88,196.32,0.902,0,2,0,1,278.14
264.07,98.99,363.06,0.875,0,1,2,2,673.88
466.08,243.68,709.76,1.021,5,0,0,0,2237.04
369.11,247.47,616.58,0.936,9,1,4,2,1231.86
94.95,33.82,128.77,0.95,3,3,2,1,327.4
100.8,66.28,167.07999999999998,0.875,0,2,5,2,283.35
615.57,330.48,946.0500000000001,0.972,10,1,6,2,2083.75
33.87,21.95,55.81999999999999,0.95,3,2,5,1,75.16
414.15,268.44,682.5899999999999,0.963,6,2,3,1,995.1
403.84,207.26,611.0999999999999,0.831,5,1,0,1,1179.04
79.03,28.15,107.18,0.95,3,1,1,1,194.53
258.3,168.12,426.42,0.925,5,3,0,2,1402.76
128.04,74.61,202.64999999999998,1.034,9,0,1,0,558.12
117.4,72.73,190.13,1.14,7,2,4,3,347.86
51.04,35.08,86.12,0.906,1,1,5,2,164.65
417.82,207.3,625.12,1.067,2,3,1,0,2425.93
577.54,373.29,950.8299999999999,1.067,2,0,4,0,2593.3
114.34,41.94,156.28,0.987,3,2,5,0,243.81
1275.73,399.76,1675.49,1.077,8,2,2,0,3007.7
140.61,73.23,213.84000000000003,1.065,4,2,1,3,349.0
507.79,155.03,662.82,1.143,5,3,6,3,2569.57
206.96,125.79,332.75,0.962,4,1,2,2,585.68
521.82,309.2,831.02,1.143,5,1,5,3,2277.22
781.59,334.11,1115.7,0.913,10,2,1,0,1889.9
296.73,165.17,461.9,1.172,0,1,6,3,1018.05
303.46,190.05,493.51,0.913,10,3,5,0,1669.67
352.55,196.9,549.45,0.963,6,2,4,1,747.49
219.74,105.29,325.03000000000003,1.056,0,0,2,0,960.11
191.84,129.69,321.53,0.863,1,0,0,1,653.04
528.5,366.98,895.48,1.089,6,2,1,3,1697.94
401.15,219.84,620.99,0.98,8,2,2,2,1030.29
310.65,95.97,406.62,0.97,4,2,2,1,581.74
382.91,142.39,525.3,1.034,9,2,1,0,935.63
138.26,42.14,180.39999999999998,0.911,7,2,1,1,252.48
73.4,36.28,109.68,1.09,1,1,1,0,195.51
113.22,76.55,189.76999999999998,0.962,7,0,1,2,451.21
109.24,64.4,173.64,1.056,0,3,4,0,647.64
329.21,130.05,459.26,0.891,6,1,6,2,947.0
84.69,30.61,115.3,1.077,3,2,3,3,169.32
462.97,275.84,738.81,1.089,6,1,5,3,1826.89
472.74,256.5,729.24,0.963,2,3,5,2,2575.38
275.58,85.41,360.99,0.891,6,3,0,2,1110.69
301.28,190.99,492.27,1.089,6,2,6,3,849.56
81.53,38.85,120.38,1.14,7,1,4,3,240.07
308.96,126.2,435.15999999999997,1.062,9,2,1,3,751.44
508.1,314.2,822.3,0.983,2,3,4,1,2689.09
337.31,163.45,500.76,0.914,8,0,4,1,1351.92
76.95,49.99,126.94,1.164,1,1,0,3,240.5
292.82,200.61,493.43,1.021,5,1,4,0,1144.42
197.29,104.93,302.22,0.863,1,1,0,1,459.79
369.91,116.01,485.92,1.079,6,2,0,0,892.04
477.03,313.87,790.9,1.143,5,1,1,3,2042.86
232.44,78.1,310.53999999999996,0.963,6,3,2,1,943.43
637.98,345.59,983.5699999999999,1.077,8,2,4,0,2044.69
389.74,118.21,507.95,1.062,9,2,0,3,983.75
34.27,18.68,52.95,1.077,3,2,5,3,78.07
619.23,248.69,867.9200000000001,0.963,6,2,4,1,1251.52
137.79,65.19,202.98,1.065,4,2,3,3,320.39
184.71,77.25,261.96000000000004,0.936,9,0,0,2,718.89
405.68,276.12,681.8,1.079,6,0,1,0,2049.18
139.19,77.39,216.57999999999998,0.953,9,0,5,1,548.08
35.6,24.14,59.74,0.962,7,1,4,2,109.91
382.02,240.89,622.91,1.043,8,2,3,3,1210.23
539.49,229.32,768.81,0.972,10,0,3,2,1812.72
150.97,68.42,219.39,1.172,0,1,6,3,551.53
462.76,294.77,757.53,0.991,10,1,0,1,1505.73
300.63,162.06,462.69,0.891,6,1,3,2,1004.06
1201.38,643.83,1845.21,0.914,8,2,1,1,3305.74
325.74,219.82,545.56,1.062,9,2,0,3,900.98
141.96,56.32,198.28,0.962,7,2,6,2,308.86
47.17,30.81,77.98,0.987,3,2,5,0,121.43
326.65,177.05,503.7,0.953,9,2,6,1,784.05
478.98,227.28,706.26,0.891,6,2,4,2,1219.33
295.76,161.14,456.9,1.062,9,2,5,3,869.77
361.53,173.33,534.86,0.991,10,2,6,1,863.77
805.43,512.11,1317.54,1.077,8,1,6,0,3408.97
614.94,257.52,872.46,0.963,6,1,3,1,1800.48
106.55,44.98,151.53,1.09,1,2,3,0,245.82
179.95,108.87,288.82,1.056,0,1,5,0,616.18
209.51,71.25,280.76,1.056,0,1,6,0,651.48
397.98,248.05,646.03,0.972,10,1,2,2,1225.02
89.5,60.16,149.66,0.962,7,0,2,2,379.45
314.64,215.19,529.8299999999999,0.963,6,2,2,1,815.9
490.23,150.54,640.77,0.983,2,0,4,1,1759.06
65.96,45.8,111.75999999999999,0.987,3,1,1,0,199.86
536.57,191.58,728.1500000000001,1.155,10,2,5,3,1325.54
331.48,190.05,521.53,1.065,4,1,5,3,1084.91
104.7,37.88,142.58,1.077,3,2,0,3,236.78
95.35,40.6,135.95,0.987,3,2,4,0,216.61
546.06,199.97,746.03,0.913,10,1,2,0,1640.43
765.94,451.27,1217.21,0.913,10,2,2,0,2179.25
173.86,119.28,293.14,1.065,4,1,0,3,638.9
399.26,171.51,570.77,1.034,9,2,4,0,987.35
191.83,95.03,286.86,1.164,1,1,6,3,582.08
469.2,301.14,770.3399999999999,1.021,5,1,5,0,1911.15
201.0,80.6,281.6,1.062,9,0,6,3,823.42
44.33,27.18,71.50999999999999,0.962,7,2,6,2,101.97
377.87,203.16,581.03,0.925,5,0,5,2,1626.83
36.58,17.74,54.31999999999999,1.077,3,1,1,3,105.79
228.02,155.34,383.36,0.962,4,1,0,2,685.76
377.74,151.65,529.39,1.079,6,1,1,0,1274.95
94.99,51.06,146.05,1.09,1,2,0,0,204.73
548.32,244.84,793.1600000000001,0.963,6,0,1,1,1727.23
407.35,171.99,579.34,1.143,5,2,4,3,1111.34
